arc,times,Primitive,Subject type,Subproperty of,Object Type,Activity,Others,Note
<http://purl.org/dj/get_similar_text_questions>,3,,,,,,,
<http://purl.org/dj/get_topic_terms>,3,,,,,,,
<http://purl.org/dj/get_user_tags>,3,,,,,,,
<http://purl.org/dj/nlp_preprocessing>,3,,,,,,,
<http://purl.org/dj/plot_dependecy_graph>,3,,,,,,,
<http://purl.org/dj/str2coords>,3,,,,,,,
<http://purl.org/dj/AnnotationBbox>,3,,,,,,,
<http://purl.org/dj/update_datalim>,3,,,,,,,
<http://purl.org/dj/off1>,3,,,,,,,
<http://purl.org/dj/read_audio>,3,,,,,,,
<http://purl.org/dj/VGG16>,3,,,,,,,
<http://purl.org/dj/evaluate_accuracy>,3,,,,,,,
<http://purl.org/dj/run_model>,3,,,,,,,
<http://purl.org/dj/build_ann>,3,,,,,,,
<http://purl.org/dj/rect>,3,,,,,,,
<http://purl.org/dj/vbar>,3,,,,,,,
<http://purl.org/dj/find_dist_start>,3,,,,,,,
<http://purl.org/dj/setrecursionlimit>,3,,,,,,,
<http://purl.org/dj/register_matplotlib_converters>,3,,,,,,,
<http://purl.org/dj/cmap>,3,,,,,,,
<http://purl.org/dj/AffineTransform>,3,,,,,,,
<http://purl.org/dj/get_kernels>,3,,,,,,,
<http://purl.org/dj/_get_image_data_pil>,3,,,,,,,
<http://purl.org/dj/_dump>,3,,,,,,,
<http://purl.org/dj/AdamOptimizer>,3,,,,,,,
<http://purl.org/dj/embed_and_attach>,3,,,,,,,
<http://purl.org/dj/embedding_lookup>,3,,,,,,,
<http://purl.org/dj/softmax_cross_entropy_with_logits_v2>,3,,,,,,,
<http://purl.org/dj/compute_cost_NN>,3,,,,,,,
<http://purl.org/dj/fpgrowth>,3,,,,,,,
<http://purl.org/dj/update_traces>,3,,,,,,,
<http://purl.org/dj/viz_two_class_from_path>,3,,,,,,,
<http://purl.org/dj/word_vec>,3,,,,,,,
<http://purl.org/dj/plot_cloud>,3,,,,,,,
<http://purl.org/dj/draw_3d_plot>,3,,,,,,,
<http://purl.org/dj/set_xlim3d>,3,,,,,,,
<http://purl.org/dj/EfficientNetB5>,3,,,,,,,
<http://purl.org/dj/get_rmsle>,3,,,,,,,
<http://purl.org/dj/aggregate_per_month>,3,,,,,,,
<http://purl.org/dj/retrieve>,3,,,,,,,
<http://purl.org/dj/reload>,3,,,,,,,
<http://purl.org/dj/decode_png>,3,,,,,,,
<http://purl.org/dj/less>,3,,,,,,,
<http://purl.org/dj/resize_image_with_crop_or_pad>,3,,,,,,,
<http://purl.org/dj/PredictionCheckpoint>,3,,,,,,,
<http://purl.org/dj/window>,3,,,,,,,
<http://purl.org/dj/Voronoi>,3,,,,,,,
<http://purl.org/dj/set_titles>,3,,,,,,,
<http://purl.org/dj/interact>,3,,,,,,,
<http://purl.org/dj/plot_metrics>,3,,,,,,,
<http://purl.org/dj/kde_target>,3,,,,,,,
<http://purl.org/dj/show_inv_error_30_imgs>,3,,,,,,,
<http://purl.org/dj/KernelVersions>,3,,,,,,,
<http://purl.org/dj/list_local_devices>,3,,,,,,,
<http://purl.org/dj/mask2contour>,3,,,,,,,
<http://purl.org/dj/mask2pad>,3,,,,,,,
<http://purl.org/dj/fabs>,3,,,,,,,
<http://purl.org/dj/batch_generator>,3,,,,,,,
<http://purl.org/dj/sosfilt>,3,,,,,,,
<http://purl.org/dj/wavedec>,3,,,,,,,
<http://purl.org/dj/ploting_cnt_amt>,3,,,,,,,
<http://purl.org/dj/lovasz_grad>,3,,,,,,,
<http://purl.org/dj/add_image>,3,,,,,,,
<http://purl.org/dj/build_mask>,3,,,,,,,
<http://purl.org/dj/get_fifa_data>,3,,,,,,,
<http://purl.org/dj/plot_bookkeeper_cf_matrix>,3,,,,,,,
<http://purl.org/dj/best_score_function>,3,,,,,,,
<http://purl.org/dj/print_pr_curve>,3,,,,,,,
<http://purl.org/dj/MinMaxScaler>,3,,,,,,,
<http://purl.org/dj/CategoricalTransformer>,3,,,,,,,
<http://purl.org/dj/ClassifierModel>,3,,,,,,,
<http://purl.org/dj/create_study>,3,,,,,,,
<http://purl.org/dj/pdp_interact_plot>,3,,,,,,,
<http://purl.org/dj/objective_function>,3,,,,,,,
<http://purl.org/dj/poof>,3,,,,,,,
<http://purl.org/dj/unet_learner>,3,,,,,,,
<http://purl.org/dj/check_statistics>,3,,,,,,,
<http://purl.org/dj/r2_score>,3,,,,,,,
<http://purl.org/dj/print_score>,3,,,,,,,
<http://purl.org/dj/binom_test>,3,,,,,,,
<http://purl.org/dj/apply_features>,3,,,,,,,
<http://purl.org/dj/wordcloud_draw>,3,,,,,,,
<http://purl.org/dj/QuestDataset>,3,,,,,,,
<http://purl.org/dj/ANNModel>,3,,,,,,,
<http://purl.org/dj/_convert_bb>,3,,,,,,,
<http://purl.org/dj/estimate_transform>,3,,,,,,,
<http://purl.org/dj/read_batch>,3,,,,,,,
<http://purl.org/dj/build_users_profile>,3,,,,,,,
<http://purl.org/dj/evaluate_model_for_user>,3,,,,,,,
<http://purl.org/dj/HybridRecommender>,3,,,,,,,
<http://purl.org/dj/center_crop>,3,,,,,,,
<http://purl.org/dj/create_transformation_matrix_to_voxel_space>,3,,,,,,,
<http://purl.org/dj/scale_boxes>,3,,,,,,,
<http://purl.org/dj/rescale_pixelarray>,3,,,,,,,
<http://purl.org/dj/solveSantaIP>,3,,,,,,,
<http://purl.org/dj/choice_cost>,3,,,,,,,
<http://purl.org/dj/plot_feature_scatter>,3,,,,,,,
<http://purl.org/dj/GLM>,3,,,,,,,
<http://purl.org/dj/build_rles>,3,,,,,,,
<http://purl.org/dj/memory_usage>,3,,,,,,,
<http://purl.org/dj/add_link>,3,,,,,,,
<http://purl.org/dj/cfconv>,3,,,,,,,
<http://purl.org/dj/get_preprocessing_fn>,3,,,,,,,
<http://purl.org/dj/plot_with_augmentation>,3,,,,,,,
<http://purl.org/dj/preprocessing>,3,,,,,,,
<http://purl.org/dj/get_stats>,3,,,,,,,
<http://purl.org/dj/isna>,3,,,,,,,
<http://purl.org/dj/KernelExplainer>,3,,,,,,,
<http://purl.org/dj/children>,3,,,,,,,
<http://purl.org/dj/get_embedding>,3,,,,,,,
<http://purl.org/dj/CosineAnnealingLR>,3,,,,,,,
<http://purl.org/dj/label_encoder>,3,,,,,,,
<http://purl.org/dj/toxicwordcloud>,3,,,,,,,
<http://purl.org/dj/hexbin>,3,,,,,,,
<http://purl.org/dj/xaxis_date>,3,,,,,,,
<http://purl.org/dj/get_plot>,3,,,,,,,
<http://purl.org/dj/LambdaLR>,3,,,,,,,
<http://purl.org/dj/rsiFunc>,3,,,,,,,
<http://purl.org/dj/explain_weights_df>,3,,,,,,,
<http://purl.org/dj/update_xaxes>,3,,,,,,,
<http://purl.org/dj/update_yaxes>,3,,,,,,,
<http://purl.org/dj/build_analyzer>,3,,,,,,,
<http://purl.org/dj/print_top_words>,3,,,,,,,
<http://purl.org/dj/thumbnail>,3,,,,,,,
<http://purl.org/dj/float16>,3,,,,,,,
<http://purl.org/dj/add_edge>,3,,,,,,,
<http://purl.org/dj/intersection>,3,,,,,,,
<http://purl.org/dj/rainbow>,3,,,,,,,
<http://purl.org/dj/_se_expand>,3,,,,,,,
<http://purl.org/dj/drop_connect>,3,,,,,,,
<http://purl.org/dj/load_url>,3,,,,,,,
<http://purl.org/dj/run_bert>,3,,,,,,,
<http://purl.org/dj/system>,3,,,,,,,
<http://purl.org/dj/plot_decision_tree>,3,,,,,,,
<http://purl.org/dj/ConvertExamples2Features>,3,,,,,,,
<http://purl.org/dj/FeatureWriter>,3,,,,,,,
<http://purl.org/dj/parse_single_example>,3,,,,,,,
<http://purl.org/dj/Span>,3,,,,,,,
<http://purl.org/dj/distance>,3,,,,,,,
<http://purl.org/dj/jaro>,3,,,,,,,
<http://purl.org/dj/jaro_winkler>,3,,,,,,,
<http://purl.org/dj/ratio>,3,,,,,,,
<http://purl.org/dj/build_probs>,3,,,,,,,
<http://purl.org/dj/ljust>,3,,,,,,,
<http://purl.org/dj/DatetimeIndex>,3,,,,,,,
<http://purl.org/dj/ECDF>,3,,,,,,,
<http://purl.org/dj/Prophet>,3,,,,,,,
<http://purl.org/dj/acf>,3,,,,,,,
<http://purl.org/dj/pacf>,3,,,,,,,
<http://purl.org/dj/check_adfuller>,3,,,,,,,
<http://purl.org/dj/check_mean_std>,3,,,,,,,
<http://purl.org/dj/getdummies_transform>,3,,,,,,,
<http://purl.org/dj/accuracy>,2,,,,,,,
<http://purl.org/dj/plot_heatmap_overview>,2,,,,,,,
<http://purl.org/dj/plot_overview>,2,,,,,,,
<http://purl.org/dj/FileHandler>,2,,,,,,,
<http://purl.org/dj/iter_test>,2,,,,,,,
<http://purl.org/dj/last_linear>,2,,,,,,,
<http://purl.org/dj/merge_rusherfeats>,2,,,,,,,
<http://purl.org/dj/nondecreasing>,2,,,,,,,
<http://purl.org/dj/pool1>,2,,,,,,,
<http://purl.org/dj/pool2>,2,,,,,,,
<http://purl.org/dj/reorient>,2,,,,,,,
<http://purl.org/dj/StreamHandler>,2,,,,,,,
<http://purl.org/dj/load_iris>,2,,,,,,,
<http://purl.org/dj/GeoDataFrame>,2,,,,,,,
<http://purl.org/dj/Edge_Regressor>,2,,,,,,,
<http://purl.org/dj/embed>,2,,,,,,,
<http://purl.org/dj/hidden_layer_1>,2,,,,,,,
<http://purl.org/dj/hidden_layer_2>,2,,,,,,,
<http://purl.org/dj/is_gpu_available>,2,,,,,,,
<http://purl.org/dj/make_outs>,2,,,,,,,
<http://purl.org/dj/message_aggs>,2,,,,,,,
<http://purl.org/dj/Message_Passer_NNM>,2,,,,,,,
<http://purl.org/dj/correlation_heatmap>,2,,,,,,,
<http://purl.org/dj/default_timer>,2,,,,,,,
<http://purl.org/dj/processing>,2,,,,,,,
<http://purl.org/dj/customized_scatterplot>,2,,,,,,,
<http://purl.org/dj/get_dtype_counts>,2,,,,,,,
<http://purl.org/dj/PatchCollection>,2,,,,,,,
<http://purl.org/dj/opponent_move_selector>,2,,,,,,,
<http://purl.org/dj/MP_Layer>,2,,,,,,,
<http://purl.org/dj/nn>,2,,,,,,,
<http://purl.org/dj/Update_Func_GRU>,2,,,,,,,
<http://purl.org/dj/asin>,2,,,,,,,
<http://purl.org/dj/fe_step0>,2,,,,,,,
<http://purl.org/dj/fe_step1>,2,,,,,,,
<http://purl.org/dj/feat_eng>,2,,,,,,,
<http://purl.org/dj/CnnModel>,2,,,,,,,
<http://purl.org/dj/create_faetures>,2,,,,,,,
<http://purl.org/dj/crps>,2,,,,,,,
<http://purl.org/dj/corner_peaks>,2,,,,,,,
<http://purl.org/dj/corner_subpix>,2,,,,,,,
<http://purl.org/dj/distance_transform_edt>,2,,,,,,,
<http://purl.org/dj/find_contours>,2,,,,,,,
<http://purl.org/dj/NearestNeighbors>,2,,,,,,,
<http://purl.org/dj/display_distributions>,2,,,,,,,
<http://purl.org/dj/get_feature_importances>,2,,,,,,,
<http://purl.org/dj/set_rlabel_position>,2,,,,,,,
<http://purl.org/dj/bottleneck>,2,,,,,,,
<http://purl.org/dj/plot_with_mask_and_bbox>,2,,,,,,,
<http://purl.org/dj/truncate>,2,,,,,,,
<http://purl.org/dj/assign_label>,2,,,,,,,
<http://purl.org/dj/clear_state>,2,,,,,,,
<http://purl.org/dj/split_data>,2,,,,,,,
<http://purl.org/dj/test_dl>,2,,,,,,,
<http://purl.org/dj/with_suffix>,2,,,,,,,
<http://purl.org/dj/input_data>,2,,,,,,,
<http://purl.org/dj/field_size_limit>,2,,,,,,,
<http://purl.org/dj/mask_for_polygons>,2,,,,,,,
<http://purl.org/dj/MultiPolygon>,2,,,,,,,
<http://purl.org/dj/add_collection3d>,2,,,,,,,
<http://purl.org/dj/largest_label_volume>,2,,,,,,,
<http://purl.org/dj/load_scan>,2,,,,,,,
<http://purl.org/dj/Poly3DCollection>,2,,,,,,,
<http://purl.org/dj/segment_lung_mask>,2,,,,,,,
<http://purl.org/dj/_load_subfolders_images>,2,,,,,,,
<http://purl.org/dj/batch_discriminator>,2,,,,,,,
<http://purl.org/dj/default_loader>,2,,,,,,,
<http://purl.org/dj/fill_>,2,,,,,,,
<http://purl.org/dj/required_transforms>,2,,,,,,,
<http://purl.org/dj/plot_generated_images>,2,,,,,,,
<http://purl.org/dj/options>,2,,,,,,,
<http://purl.org/dj/relabel>,2,,,,,,,
<http://purl.org/dj/webm>,2,,,,,,,
<http://purl.org/dj/WMTS>,2,,,,,,,
<http://purl.org/dj/linear_kernel>,2,,,,,,,
<http://purl.org/dj/tril>,2,,,,,,,
<http://purl.org/dj/final_df>,2,,,,,,,
<http://purl.org/dj/meta>,2,,,,,,,
<http://purl.org/dj/show_by_isbn>,2,,,,,,,
<http://purl.org/dj/add_date_features>,2,,,,,,,
<http://purl.org/dj/normalize_numerical_columns>,2,,,,,,,
<http://purl.org/dj/MobileNet>,2,,,,,,,
<http://purl.org/dj/ProfileReport>,2,,,,,,,
<http://purl.org/dj/plot_preds>,2,,,,,,,
<http://purl.org/dj/_factorize_categoricals>,2,,,,,,,
<http://purl.org/dj/plot_precision_vs_recall>,2,,,,,,,
<http://purl.org/dj/div>,2,,,,,,,
<http://purl.org/dj/DynamicFactor>,2,,,,,,,
<http://purl.org/dj/SARIMAX>,2,,,,,,,
<http://purl.org/dj/UnobservedComponents>,2,,,,,,,
<http://purl.org/dj/VARMAX>,2,,,,,,,
<http://purl.org/dj/score_model>,2,,,,,,,
<http://purl.org/dj/map_per_set>,2,,,,,,,
<http://purl.org/dj/_close_line>,2,,,,,,,
<http://purl.org/dj/make_cm>,2,,,,,,,
<http://purl.org/dj/set_transform>,2,,,,,,,
<http://purl.org/dj/set_varlabels>,2,,,,,,,
<http://purl.org/dj/_add_date_features>,2,,,,,,,
<http://purl.org/dj/_normalize_numerical_cols>,2,,,,,,,
<http://purl.org/dj/createCLAHE>,2,,,,,,,
<http://purl.org/dj/parse_data>,2,,,,,,,
<http://purl.org/dj/bnormalize>,2,,,,,,,
<http://purl.org/dj/readlines>,2,,,,,,,
<http://purl.org/dj/rgb2hsv>,2,,,,,,,
<http://purl.org/dj/get_product_agg>,2,,,,,,,
<http://purl.org/dj/resize_to_square>,2,,,,,,,
<http://purl.org/dj/expand_path>,2,,,,,,,
<http://purl.org/dj/face_locations>,2,,,,,,,
<http://purl.org/dj/Video>,2,,,,,,,
<http://purl.org/dj/accuracy_np>,2,,,,,,,
<http://purl.org/dj/binary_loss>,2,,,,,,,
<http://purl.org/dj/most_confused>,2,,,,,,,
<http://purl.org/dj/plot_top_losses>,2,,,,,,,
<http://purl.org/dj/untar_data>,2,,,,,,,
<http://purl.org/dj/get_assessment_start_idxs_with_labels>,2,,,,,,,
<http://purl.org/dj/parallel>,2,,,,,,,
<http://purl.org/dj/tabular_learner>,2,,,,,,,
<http://purl.org/dj/ClassifierTransformer>,2,,,,,,,
<http://purl.org/dj/id_split>,2,,,,,,,
<http://purl.org/dj/decoder_dense>,2,,,,,,,
<http://purl.org/dj/UseGPFeatures>,2,,,,,,,
<http://purl.org/dj/minify_identity_df>,2,,,,,,,
<http://purl.org/dj/nan2mean>,2,,,,,,,
<http://purl.org/dj/corr1>,2,,,,,,,
<http://purl.org/dj/desc1>,2,,,,,,,
<http://purl.org/dj/Brightness>,2,,,,,,,
<http://purl.org/dj/Contrast>,2,,,,,,,
<http://purl.org/dj/__setstate__>,2,,,,,,,
<http://purl.org/dj/convexHull>,2,,,,,,,
<http://purl.org/dj/copy_>,2,,,,,,,
<http://purl.org/dj/down1>,2,,,,,,,
<http://purl.org/dj/down2>,2,,,,,,,
<http://purl.org/dj/down3>,2,,,,,,,
<http://purl.org/dj/down4>,2,,,,,,,
<http://purl.org/dj/draw_convex_hull>,2,,,,,,,
<http://purl.org/dj/get_black_mask>,2,,,,,,,
<http://purl.org/dj/inc>,2,,,,,,,
<http://purl.org/dj/inconv>,2,,,,,,,
<http://purl.org/dj/mpconv>,2,,,,,,,
<http://purl.org/dj/outconv>,2,,,,,,,
<http://purl.org/dj/tq>,2,,,,,,,
<http://purl.org/dj/pdist>,2,,,,,,,
<http://purl.org/dj/plotHoltWinters>,2,,,,,,,
<http://purl.org/dj/plotSARIMA>,2,,,,,,,
<http://purl.org/dj/weighted_average>,2,,,,,,,
<http://purl.org/dj/make_random_predictions>,2,,,,,,,
<http://purl.org/dj/GPXWaypoint>,2,,,,,,,
<http://purl.org/dj/writelines>,2,,,,,,,
<http://purl.org/dj/notna>,2,,,,,,,
<http://purl.org/dj/adam>,2,,,,,,,
<http://purl.org/dj/get_dist_matrix_assert>,2,,,,,,,
<http://purl.org/dj/get_Neff>,2,,,,,,,
<http://purl.org/dj/get_save_single>,2,,,,,,,
<http://purl.org/dj/create_segmap>,2,,,,,,,
<http://purl.org/dj/get_mask>,2,,,,,,,
<http://purl.org/dj/visualize_several_maps>,2,,,,,,,
<http://purl.org/dj/sieve_of_eratosthenes>,2,,,,,,,
<http://purl.org/dj/set_default_tensor_type>,2,,,,,,,
<http://purl.org/dj/start>,2,,,,,,,
<http://purl.org/dj/provider>,2,,,,,,,
<http://purl.org/dj/cut_empty>,2,,,,,,,
<http://purl.org/dj/load_pretrained>,2,,,,,,,
<http://purl.org/dj/rand0>,2,,,,,,,
<http://purl.org/dj/tr_conv>,2,,,,,,,
<http://purl.org/dj/up5>,2,,,,,,,
<http://purl.org/dj/x_conv>,2,,,,,,,
<http://purl.org/dj/_init>,2,,,,,,,
<http://purl.org/dj/_preprocess>,2,,,,,,,
<http://purl.org/dj/score_event>,2,,,,,,,
<http://purl.org/dj/estimate_markov_model>,2,,,,,,,
<http://purl.org/dj/getDistanceByPoint>,2,,,,,,,
<http://purl.org/dj/compute_final_predictions>,2,,,,,,,
<http://purl.org/dj/optimizer>,2,,,,,,,
<http://purl.org/dj/optimizer_a2>,2,,,,,,,
<http://purl.org/dj/optimizer_a3>,2,,,,,,,
<http://purl.org/dj/json>,2,,,,,,,
<http://purl.org/dj/treat_input>,2,,,,,,,
<http://purl.org/dj/eval_fn>,2,,,,,,,
<http://purl.org/dj/get_discussion_results>,2,,,,,,,
<http://purl.org/dj/csv>,2,,,,,,,
<http://purl.org/dj/orderBy>,2,,,,,,,
<http://purl.org/dj/udf>,2,,,,,,,
<http://purl.org/dj/setbrowser>,2,,,,,,,
<http://purl.org/dj/eval_gini>,2,,,,,,,
<http://purl.org/dj/conv3>,2,,,,,,,
<http://purl.org/dj/conv4>,2,,,,,,,
<http://purl.org/dj/InceptionLayer1>,2,,,,,,,
<http://purl.org/dj/InceptionLayer2>,2,,,,,,,
<http://purl.org/dj/Incption1_bn>,2,,,,,,,
<http://purl.org/dj/Incption1_conv1>,2,,,,,,,
<http://purl.org/dj/Incption1_conv2_1>,2,,,,,,,
<http://purl.org/dj/Incption1_conv2_2>,2,,,,,,,
<http://purl.org/dj/Incption1_conv3_1>,2,,,,,,,
<http://purl.org/dj/Incption1_conv3_2>,2,,,,,,,
<http://purl.org/dj/Incption1_conv4_1>,2,,,,,,,
<http://purl.org/dj/Incption1_conv4_2>,2,,,,,,,
<http://purl.org/dj/Incption2_bn>,2,,,,,,,
<http://purl.org/dj/Incption2_conv1>,2,,,,,,,
<http://purl.org/dj/Incption2_conv2_1>,2,,,,,,,
<http://purl.org/dj/Incption2_conv2_2>,2,,,,,,,
<http://purl.org/dj/Incption2_conv3_1>,2,,,,,,,
<http://purl.org/dj/Incption2_conv3_2>,2,,,,,,,
<http://purl.org/dj/Incption2_conv4_1>,2,,,,,,,
<http://purl.org/dj/Incption2_conv4_2>,2,,,,,,,
<http://purl.org/dj/state_dict>,2,,,,,,,
<http://purl.org/dj/load_images>,2,,,,,,,
<http://purl.org/dj/geocode>,2,,,,,,,
<http://purl.org/dj/lemmatize>,2,,,,,,,
<http://purl.org/dj/produce_wordcloud>,2,,,,,,,
<http://purl.org/dj/return_corpus>,2,,,,,,,
<http://purl.org/dj/show_topics>,2,,,,,,,
<http://purl.org/dj/join_market_news>,2,,,,,,,
<http://purl.org/dj/label_encode>,2,,,,,,,
<http://purl.org/dj/handle_missing>,2,,,,,,,
<http://purl.org/dj/rmsle>,2,,,,,,,
<http://purl.org/dj/CyclicLR>,2,,,,,,,
<http://purl.org/dj/get_coefs>,2,,,,,,,
<http://purl.org/dj/display_category>,2,,,,,,,
<http://purl.org/dj/add_axes>,2,,,,,,,
<http://purl.org/dj/rad2deg>,2,,,,,,,
<http://purl.org/dj/day_name>,2,,,,,,,
<http://purl.org/dj/equalize_adapthist>,2,,,,,,,
<http://purl.org/dj/equalize_hist>,2,,,,,,,
<http://purl.org/dj/plot_phase_curves>,2,,,,,,,
<http://purl.org/dj/f_oneway>,2,,,,,,,
<http://purl.org/dj/TimeSeriesSplit>,2,,,,,,,
<http://purl.org/dj/read_hdf>,2,,,,,,,
<http://purl.org/dj/plot_variable_importance>,2,,,,,,,
<http://purl.org/dj/cleanup>,2,,,,,,,
<http://purl.org/dj/GaussianModel>,2,,,,,,,
<http://purl.org/dj/ShowReconstructions>,2,,,,,,,
<http://purl.org/dj/CountVectorizer>,2,,,,,,,
<http://purl.org/dj/splitlines>,2,,,,,,,
<http://purl.org/dj/basicConfig>,2,,,,,,,
<http://purl.org/dj/Ensembler>,2,,,,,,,
<http://purl.org/dj/multiclass_logloss>,2,,,,,,,
<http://purl.org/dj/display_samples>,2,,,,,,,
<http://purl.org/dj/crop_image>,2,,,,,,,
<http://purl.org/dj/create_lag_features>,2,,,,,,,
<http://purl.org/dj/find_bad_rows>,2,,,,,,,
<http://purl.org/dj/CountEncoder>,2,,,,,,,
<http://purl.org/dj/data_parser>,2,,,,,,,
<http://purl.org/dj/weather_data_parser>,2,,,,,,,
<http://purl.org/dj/merge_item_stats>,2,,,,,,,
<http://purl.org/dj/add_relationships>,2,,,,,,,
<http://purl.org/dj/remove_low_information_features>,2,,,,,,,
<http://purl.org/dj/Estimator>,2,,,,,,,
<http://purl.org/dj/LoggingTensorHook>,2,,,,,,,
<http://purl.org/dj/make_image_gen>,2,,,,,,,
<http://purl.org/dj/montage>,2,,,,,,,
<http://purl.org/dj/montage_rgb>,2,,,,,,,
<http://purl.org/dj/show_loss>,2,,,,,,,
<http://purl.org/dj/group_news>,2,,,,,,,
<http://purl.org/dj/preprocess_news>,2,,,,,,,
<http://purl.org/dj/unstack_asset_codes>,2,,,,,,,
<http://purl.org/dj/write_submission>,2,,,,,,,
<http://purl.org/dj/open_metadata_file>,2,,,,,,,
<http://purl.org/dj/open_sentiment_file>,2,,,,,,,
<http://purl.org/dj/data_gen>,2,,,,,,,
<http://purl.org/dj/OneOf>,2,,,,,,,
<http://purl.org/dj/read_embedding_list>,2,,,,,,,
<http://purl.org/dj/get_sequence_of_tokens>,2,,,,,,,
<http://purl.org/dj/bidaf_pred>,2,,,,,,,
<http://purl.org/dj/get_joined_tokens>,2,,,,,,,
<http://purl.org/dj/get_pred>,2,,,,,,,
<http://purl.org/dj/reduce_max>,2,,,,,,,
<http://purl.org/dj/_get_masks>,2,,,,,,,
<http://purl.org/dj/_get_segments>,2,,,,,,,
<http://purl.org/dj/bert_layer>,2,,,,,,,
<http://purl.org/dj/compute_output_arrays>,2,,,,,,,
<http://purl.org/dj/compute_spearmanr>,2,,,,,,,
<http://purl.org/dj/KerasLayer>,2,,,,,,,
<http://purl.org/dj/creat_plotting_data>,2,,,,,,,
<http://purl.org/dj/to_numpy>,2,,,,,,,
<http://purl.org/dj/get_vector>,2,,,,,,,
<http://purl.org/dj/load_fasttext>,2,,,,,,,
<http://purl.org/dj/build_transform>,2,,,,,,,
<http://purl.org/dj/draw_dots>,2,,,,,,,
<http://purl.org/dj/moveaxis>,2,,,,,,,
<http://purl.org/dj/read_array>,2,,,,,,,
<http://purl.org/dj/read_for_training>,2,,,,,,,
<http://purl.org/dj/intersect>,2,,,,,,,
<http://purl.org/dj/load_data_fashion_mnist>,2,,,,,,,
<http://purl.org/dj/get_cancer_dataframe>,2,,,,,,,
<http://purl.org/dj/add_nodes_from>,2,,,,,,,
<http://purl.org/dj/get_text_topics>,2,,,,,,,
<http://purl.org/dj/pipe>,2,,,,,,,
<http://purl.org/dj/remove_pipe>,2,,,,,,,
<http://purl.org/dj/TfidfModel>,2,,,,,,,
<http://purl.org/dj/_regr_preprocess>,2,,,,,,,
<http://purl.org/dj/scatter_3d>,2,,,,,,,
<http://purl.org/dj/autoscale>,2,,,,,,,
<http://purl.org/dj/nanargmax>,2,,,,,,,
<http://purl.org/dj/nanargmin>,2,,,,,,,
<http://purl.org/dj/palplot>,2,,,,,,,
<http://purl.org/dj/addNewFeatures>,2,,,,,,,
<http://purl.org/dj/setBrowser>,2,,,,,,,
<http://purl.org/dj/setDevice>,2,,,,,,,
<http://purl.org/dj/setDomain>,2,,,,,,,
<http://purl.org/dj/setTime>,2,,,,,,,
<http://purl.org/dj/show_mask_image>,2,,,,,,,
<http://purl.org/dj/reduce_lr_on_plateau>,2,,,,,,,
<http://purl.org/dj/audio_to_melspectrogram>,2,,,,,,,
<http://purl.org/dj/load_learner>,2,,,,,,,
<http://purl.org/dj/show_melspectrogram>,2,,,,,,,
<http://purl.org/dj/visualize_cnn_by_cam>,2,,,,,,,
<http://purl.org/dj/_get_features>,2,,,,,,,
<http://purl.org/dj/create_downsample>,2,,,,,,,
<http://purl.org/dj/create_resblock>,2,,,,,,,
<http://purl.org/dj/augment_images>,2,,,,,,,
<http://purl.org/dj/as_in_context>,2,,,,,,,
<http://purl.org/dj/FactorScheduler>,2,,,,,,,
<http://purl.org/dj/RMSProp>,2,,,,,,,
<http://purl.org/dj/draw_missing_data_table>,2,,,,,,,
<http://purl.org/dj/preprocess_data>,2,,,,,,,
<http://purl.org/dj/visualize_tree>,2,,,,,,,
<http://purl.org/dj/from_data>,2,,,,,,,
<http://purl.org/dj/LineCollection>,2,,,,,,,
<http://purl.org/dj/add_layout>,2,,,,,,,
<http://purl.org/dj/ColorBar>,2,,,,,,,
<http://purl.org/dj/path_is_better>,2,,,,,,,
<http://purl.org/dj/logistic_roc_curve>,2,,,,,,,
<http://purl.org/dj/LinearSVC>,2,,,,,,,
<http://purl.org/dj/make_wordcloud>,2,,,,,,,
<http://purl.org/dj/set_rgrids>,2,,,,,,,
<http://purl.org/dj/boxcox>,2,,,,,,,
<http://purl.org/dj/nlargest>,2,,,,,,,
<http://purl.org/dj/corr_heatmap>,2,,,,,,,
<http://purl.org/dj/set_config_file>,2,,,,,,,
<http://purl.org/dj/ngrams>,2,,,,,,,
<http://purl.org/dj/striphtml>,2,,,,,,,
<http://purl.org/dj/_clean_text>,2,,,,,,,
<http://purl.org/dj/_getTextFeatures>,2,,,,,,,
<http://purl.org/dj/ListedColormap>,2,,,,,,,
<http://purl.org/dj/exec>,2,,,,,,,
<http://purl.org/dj/initialize_parameters_and_layer_sizes_NN>,2,,,,,,,
<http://purl.org/dj/update_parameters_NN>,2,,,,,,,
<http://purl.org/dj/extract_image_and_face>,2,,,,,,,
<http://purl.org/dj/get_meta_from_json>,2,,,,,,,
<http://purl.org/dj/freqhist_bins>,2,,,,,,,
<http://purl.org/dj/hist_scaled>,2,,,,,,,
<http://purl.org/dj/group_and_reduce>,2,,,,,,,
<http://purl.org/dj/clean_inf_nan>,2,,,,,,,
<http://purl.org/dj/new_features>,2,,,,,,,
<http://purl.org/dj/process_date>,2,,,,,,,
<http://purl.org/dj/text_to_dict>,2,,,,,,,
<http://purl.org/dj/top_cols_interaction>,2,,,,,,,
<http://purl.org/dj/get_mask_cloud>,2,,,,,,,
<http://purl.org/dj/quad>,2,,,,,,,
<http://purl.org/dj/generate_lag_features>,2,,,,,,,
<http://purl.org/dj/draw_rect>,2,,,,,,,
